 dma_test_m2m 0 0x300283e4 0x30008000 0x800 0,FAIL : fail,20180729-163557
 dma_test_m2m 0 0x300283e4 0x30008000 0x400 0,FAIL : fail,20180729-164639
 dma_test_m2m 0 0x500283e4 0x30008000 0x400 0,FAIL : fail,20180729-165008
 dma_test_m2m 0 0x3000c000 0x30008000 0x400 0,FAIL : fail,20180804-142419
 dma_test_m2m 0 0x3000c000 0x30030000 0x400 0,FAIL : fail,20180804-142419
 dma_test_m2m 0 0x3000c000 0x300207c8 0x400 0,FAIL : fail,20180804-142420
 dma_test_m2m 0 0x3000c000 0x30008000 0x400 0,FAIL : fail,20180804-143217
gpio_input 0, 1 0,FAIL : fail,20180804-145700
 dma_test_m2m 0 0x3000c000 0x50008000 0x400 0,TIMEOUT,20180804-160839
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-162605
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-162613
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-162733
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-163234
 spi_flash_probe 1000000 0 0 3 8 0,FAIL : fail,20180808-163234
 spi_flash_erase_sec 0x0 0x10000,FAIL : fail,20180808-163234
 spi_flash_erase_sec 0x0 0x20000,FAIL : fail,20180808-163235
 spi_flash_write 0x0 0x10000,FAIL : fail,20180808-163235
 spi_flash_write 0x0 0x20000,FAIL : fail,20180808-163236
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-163840
 spi_flash_probe 1000000 0 0 0 8 0,FAIL : fail,20180808-163855
 i2s_test_loopback 0 2 1 0 24 1 1 0 2048,FAIL : fail,20180808-170132
